날짜,제목,언론사,URL
2025.05.06 17:01,'나트륨 이차전지' 특허전쟁…앞서는 中 뒤쫓는 韓,전자신문,https://finance.naver.com/item/news_read.naver?article_id=0003309727&office_id=030&code=373220&page=5&sm=
2025.05.06 14:10,"LG엔솔·삼성SDI, 인터배터리서 차세대 배터리 경쟁 예고",매일경제,https://finance.naver.com/item/news_read.naver?article_id=0005487641&office_id=009&code=373220&page=5&sm=
2025.05.06 07:30,"""현지 생산이 곧 경쟁력""…LG에너지솔루션의 위기 속 반전 카드는",블로터,https://finance.naver.com/item/news_read.naver?article_id=0000066896&office_id=293&code=373220&page=5&sm=
2025.05.06 07:00,공매도 주요 타깃은 '이 종목'…골드만삭스·메리츠 등이 노렸다,머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005189870&office_id=008&code=373220&page=5&sm=
2025.05.06 06:00,"[포스트 EV캐즘] 폴스타, '3990만원 한정판 폴스타2'로 수익성 ...",블로터,https://finance.naver.com/item/news_read.naver?article_id=0000066893&office_id=293&code=373220&page=5&sm=
2025.05.05 17:51,중국이 싹쓸이…'한국 거 왜 써요?' 대기업 탈출에 초비상,한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005127708&office_id=015&code=373220&page=5&sm=
2025.05.05 11:10,미중 무역 갈등에 中 ESS 가격 경쟁력↓…반사 이익 노리는 'K-배터...,디지털데일리,https://finance.naver.com/item/news_read.naver?article_id=0002195897&office_id=138&code=373220&page=5&sm=
2025.05.05 11:05,1분기 실적 낸 코스피 상장사 셋 중 하나 '어닝 서프라이즈',SBS Biz,https://finance.naver.com/item/news_read.naver?article_id=0000438824&office_id=374&code=373220&page=6&sm=
2025.05.05 03:02,"국내 배터리 소재, 1분기 흑자 전환… “하반기까지 지속 어려울수도.....",동아일보,https://finance.naver.com/item/news_read.naver?article_id=0003632888&office_id=020&code=373220&page=6&sm=
2025.05.04 17:54,이번엔 소금배터리…韓 또 따돌리는 中,한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005127513&office_id=015&code=373220&page=6&sm=
2025.05.04 15:00,'분리수거' 강국 대한민국…배터리 '재활용' 실력도 뽐낼까,비즈워치,https://finance.naver.com/item/news_read.naver?article_id=0000035872&office_id=648&code=373220&page=6&sm=
2025.05.04 09:43,[박대리보고서] 미국·유럽에 쏠린 K-배터리의 시선…'각양각색' 대응....,디지털데일리,https://finance.naver.com/item/news_read.naver?article_id=0002195878&office_id=138&code=373220&page=6&sm=
2025.05.04 07:02,시총 20조 증발한 눈물의 2차전지株…반등 가능할까 [선데이 머니카페....,서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481486&office_id=011&code=373220&page=6&sm=
2025.05.04 06:31,IRA 의존 높아지는 'K-배터리'…美 현지화로 경쟁력 모색,머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005189514&office_id=008&code=373220&page=6&sm=
2025.05.04 06:00,"[車나왔다] 기름 냄새 쫙 뺀 마세라티, 경쟁력 높인 폴스타2·니로",데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002952564&office_id=119&code=373220&page=6&sm=
2025.05.03 11:02,"올해 들어 16% 급락한 이차전지株....""전기차 캐즘 우려 지속""",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005344952&office_id=014&code=373220&page=6&sm=
2025.05.03 06:02,"탈출구 안 보이는 침체…석유화학산업, 1분기 '무더기' 적자 행진",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481298&office_id=011&code=373220&page=6&sm=
2025.05.03 06:02,"미래에셋증권, ESG 채권 투자 선도…지속가능금융 45조 달성 목표",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005127245&office_id=015&code=373220&page=7&sm=
2025.05.02 21:02,"“최악의 상황은 지났다”…장밋빛 전망 내놓는 증권사들, 매수 리포...",매일경제,https://finance.naver.com/item/news_read.naver?article_id=0005486595&office_id=009&code=373220&page=7&sm=
2025.05.02 17:28,"‘유심 해킹’ SKT, 기관·외국인 ‘팔자’ 행렬에 주가 내리막",주간동아,https://finance.naver.com/item/news_read.naver?article_id=0000036268&office_id=037&code=373220&page=7&sm=
2025.05.02 17:16,"""관세 협상 기대감""…코스피 강보합 마감[마감 시황]",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013220873&office_id=003&code=373220&page=7&sm=
2025.05.02 17:03,"연휴 앞둔 코스피·코스닥, 상승 마감… SK하이닉스 4.79%↑",머니S,https://finance.naver.com/item/news_read.naver?article_id=0001074861&office_id=417&code=373220&page=7&sm=
2025.05.02 16:46,"코스피, 미-중 협상 재개에도 연휴 전 관망세... 3p '↑' 강보합...",조세일보,https://finance.naver.com/item/news_read.naver?article_id=0002358307&office_id=123&code=373220&page=7&sm=
2025.05.02 16:24,"코스피, 4일 휴장 앞두고 강보합 마감…환율 1400원대 '뚝'",더팩트,https://finance.naver.com/item/news_read.naver?article_id=0000387174&office_id=629&code=373220&page=7&sm=
2025.05.02 16:20,"[시황] 연휴 앞둔 코스피, 관망세 속 강보합…2550선 마무리",데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002952291&office_id=119&code=373220&page=7&sm=
2025.05.02 16:11,"코스피, 기관 매수세에 장중 강보합 마감...0.12%↑[fn마감시황]",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005344846&office_id=014&code=373220&page=7&sm=
2025.05.02 16:10,"연휴 앞둔 증시, 관망세…이재명 울고, 한덕수 웃었다[시황종합]",뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008228883&office_id=421&code=373220&page=7&sm=
2025.05.02 16:08,"황금연휴 앞둔 韓증시, 호실적·관세 협상 진전에 동반 상승",아시아경제,https://finance.naver.com/item/news_read.naver?article_id=0005587390&office_id=277&code=373220&page=8&sm=
2025.05.02 16:08,연휴 앞둔 국내증시 상승 마감…시가총액 상위종목은 혼조세,머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005189213&office_id=008&code=373220&page=8&sm=
2025.05.02 15:58,"코스피 연휴 앞두고 상승세 제한 2,550대 마감…코스닥 강세(종합)",연합뉴스,https://finance.naver.com/item/news_read.naver?article_id=0015366719&office_id=001&code=373220&page=8&sm=
2025.05.02 15:54,[애프터마켓 브리핑] 사상 초유의 '대대대행'…5주간 이주호 권한대행....,SBS Biz,https://finance.naver.com/item/news_read.naver?article_id=0000438652&office_id=374&code=373220&page=8&sm=
2025.05.02 15:48,"코스피, 2550선에서 마감…원·달러 환율 1400원대 중반으로",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005127003&office_id=015&code=373220&page=8&sm=
2025.05.02 14:15,코스피·코스닥 강보합권서 등락…기관 ‘사자’ 계속,이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006003946&office_id=018&code=373220&page=8&sm=
2025.05.02 13:49,美 투자 속도내는 SK온…블루오벌SK·현대차 JV 가동 임박 [소부장박...,디지털데일리,https://finance.naver.com/item/news_read.naver?article_id=0002195836&office_id=138&code=373220&page=8&sm=
2025.05.02 11:31,"기관은 '매수', 개인·외국인 '매도'에 코스피 보합권[fn오전시황]",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005344699&office_id=014&code=373220&page=8&sm=
2025.05.02 11:30,"코스피, 기관 ‘사자’에 장중 강보합 전환… SK하이닉스 3%대 강세",조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001074209&office_id=366&code=373220&page=8&sm=
2025.05.02 11:28,AI 타고 커지는 美 ESS시장…K-배터리 ‘트럼프 관세’ 반사이익 기...,헤럴드경제,https://finance.naver.com/item/news_read.naver?article_id=0002466312&office_id=016&code=373220&page=8&sm=
2025.05.02 11:18,"현대차-LG엔솔 합작 인니 배터리 공장 ""생산능력·투자액 2배로 늘린다...",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005344691&office_id=014&code=373220&page=9&sm=
2025.05.02 11:08,"코스피 장중 상승 전환 시도 2,550대 등락…코스닥은 강세",연합뉴스,https://finance.naver.com/item/news_read.naver?article_id=0015365811&office_id=001&code=373220&page=9&sm=
2025.05.02 10:29,[시황] 정국 불안에 투심 위축…코스피 2550대 약보합 출발,데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002952106&office_id=119&code=373220&page=9&sm=
2025.05.02 10:28,"""나스닥 살아나는데""…코스피는 2550대 약보합",뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013219572&office_id=003&code=373220&page=9&sm=
2025.05.02 10:14,"등락 반복 코스피, 0.04% 상승세… SK하이닉스 1.86% 올라",머니S,https://finance.naver.com/item/news_read.naver?article_id=0001074708&office_id=417&code=373220&page=9&sm=
2025.05.02 10:11,"코스피, 美 증시 훈풍에도 정치 불확실성 확대 하락 출발…환율은↑",더팩트,https://finance.naver.com/item/news_read.naver?article_id=0000386989&office_id=629&code=373220&page=9&sm=
2025.05.02 10:05,‘국정 혼란’에 어린이날 선물 없었다 코스피 2545대 관망세 [투자3...,헤럴드경제,https://finance.naver.com/item/news_read.naver?article_id=0002466180&office_id=016&code=373220&page=9&sm=
2025.05.02 09:50,코스피 2550대 등락…코스닥 강세 전환,아시아경제,https://finance.naver.com/item/news_read.naver?article_id=0005587124&office_id=277&code=373220&page=9&sm=
2025.05.02 09:49,"[아침밥] KB증권 ""LG화학 영업익 추정치 21% 하향, 목표가 내려...",머니S,https://finance.naver.com/item/news_read.naver?article_id=0001074693&office_id=417&code=373220&page=9&sm=
2025.05.02 09:29,'징검다리 휴장' 속 코스피 관망세…'정치 테마주'는 들썩[개장시황],뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008227598&office_id=421&code=373220&page=9&sm=
2025.05.02 09:15,"'정치 불확실성 확대' 코스피·코스닥, 하락 출발…환율↑",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005126817&office_id=015&code=373220&page=10&sm=
2025.05.02 09:13,혼돈의 국내정치…코스피·코스닥 하락 출발,머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005188980&office_id=008&code=373220&page=10&sm=
2025.05.02 09:13,"""저가매수 가능"" LG에너지솔루션 투자의견 '매수'로 상향-DS",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005344553&office_id=014&code=373220&page=10&sm=
2025.05.02 09:11,'몸값 5000억' LG화학 필러 인수전 파장...유력후보 줄줄이 이탈...,이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006003641&office_id=018&code=373220&page=10&sm=
2025.05.02 09:08,"美증시 훈풍에도 국내 정치 암초로… 코스피, 하락 출발",조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001074133&office_id=366&code=373220&page=10&sm=
2025.05.02 09:01,"진천메가폴리스, 세제 혜택과 우량 기업 유치로 산업단지의 새로운 모.....",매일경제,https://finance.naver.com/item/news_read.naver?article_id=0005486094&office_id=009&code=373220&page=10&sm=
2025.05.02 09:01,"LG에너지솔루션, 유럽향 판매 둔화…""3Q부터 회복 예상""-NH",머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005188970&office_id=008&code=373220&page=10&sm=
2025.05.02 08:52,"LS증권 ""LG화학, 주가 하락 여력 14%…목표가 4.6%↓""",뉴스1,https://finance.naver.com/item/news_read.naver?article_id=0008227458&office_id=421&code=373220&page=10&sm=
2025.05.02 08:48,"유럽 점유율 급감…LG에너지솔루션, 2분기 실적 부진 예상",매일신문,https://finance.naver.com/item/news_read.naver?article_id=0000945569&office_id=088&code=373220&page=10&sm=
2025.05.02 08:24,"LG엔솔, 2Q 실적 둔화 ‘보수적’ 접근…목표가 42만원↓-IBK",이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006003565&office_id=018&code=373220&page=10&sm=
